location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
Evans - Riverside Pa,Augusta-Richmond County,US,o3,0.043,2020-04-07 20:00:00 UTC,ppm,AirNow,33.5819,-82.1314,1.0
Estación San Miguel,GUANAJUATO,MX,pm25,9.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,20.914812,-100.74384,1.0
"Ostrowiec Świętokrzyski, MOBILNA",Ostrowiec Świętokrzyski,PL,pm25,83.7,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.946705,21.394491,
Mt Vernon-2nd Ave,Mount Vernon-Anacortes,US,o3,0.021,2018-10-13 20:00:00 UTC,ppm,AirNow,48.4102,-122.3376,1.0
Wicken Fen,Wicken Fen,GB,so2,2.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,52.2985,0.290917,0.25
Lullington Heath,Lullington Heath,GB,so2,3.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,50.7937,0.18125,0.25
Aberdeen Union Street Roadside,Aberdeen,GB,no2,16.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,57.14455400000001,-2.106472,1.0
Sudbury,ONTARIO,CA,pm25,6.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,46.49194,-81.003105,1.0
Sierra Norte,San Nicolas Del Puerto,ES,so2,4.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.994347,-5.6668735,24.0
Greenwood,Phoenix-Mesa-Scottsdale,US,no2,0.006999999999999999,2018-06-21 02:00:00 UTC,ppm,AirNow,33.4609,-112.1175,1.0
WIOŚ Ostróda Piłsudskiego,Ostróda,PL,so2,4.40069,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.694630000000004,19.968891,
Athens,Athens-Clarke County,US,o3,0.048,2020-04-07 20:00:00 UTC,ppm,AirNow,33.925,-83.3575,1.0
Maricopa - Stanilaus,Bakersfield,US,o3,0.043,2020-04-07 19:00:00 UTC,ppm,AirNow,35.0544,-119.4039,1.0
"Haldia, Haldia - WBPCB",Haldia,IN,co,0.0,2020-01-27 07:45:00 UTC,µg/m³,caaqm,22.060470000000002,88.10973,0.25
East Hartford,Hartford-West Hartford-East Hartford,US,co,0.0,2017-04-13 13:00:00 UTC,ppm,AirNow,41.7847,-72.6297,1.0
Vincennes,Vincennes,US,o3,0.037000000000000005,2020-04-07 19:00:00 UTC,ppm,AirNow,38.7408,-87.4853,1.0
Columbia,WARREN,US,pm25,1.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,40.924606,-75.067825,1.0
St. Michael,Minneapolis-St. Paul-Bloomington,US,pm25,1.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,45.2108,-93.6686,1.0
Civita Castellana,Viterbo,IT,pm10,15.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,42.3018,12.4132,24.0
ES1821A,Cádiz,ES,o3,86.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.73975,-5.74372,1.0
"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,so2,7.37478,2020-04-07 21:00:00 UTC,µg/m³,GIOS,49.619279999999996,20.714403,
IIT,Chennai,IN,pm25,70.0,2018-02-22 03:45:00 UTC,µg/m³,CPCB,12.992514,80.23745,0.25
Division Street,New York-Northern New Jersey-Long Island,US,pm25,4.7,2020-02-19 15:00:00 UTC,µg/m³,AirNow,40.7142,-73.995,1.0
MT00005,Msida,MT,so2,0.7086899999999999,2020-04-07 18:00:00 UTC,µg/m³,EEA Malta,35.895835999999996,14.489985999999998,1.0
Brist,Zenica,BA,pm10,96.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,44.202,17.8,1.0
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,so2,10.84,2018-02-22 03:15:00 UTC,µg/m³,CPCB,28.450128999999997,77.026306,0.25
Casino Center,CLARK,US,no2,0.013000000000000001,2020-04-07 20:00:00 UTC,ppm,AirNow,36.174366,-115.13977,1.0
Hågelbyleden Botkyrka,Stockholm,SE,no2,7.63575,2018-10-13 21:00:00 UTC,µg/m³,Sweden,59.23705699999999,17.838333,1.0
LINVF2,AVERY,US,o3,0.005,2016-04-26 10:00:00 UTC,ppm,AirNow,35.9722,-81.9331,1.0
"Sector-10, Gandhinagar - GPCB",GandhiNagar,IN,co,820.0,2020-04-07 19:00:00 UTC,µg/m³,caaqm,23.221714000000002,72.65433,0.25
Red Lake Nation,BELTRAMI,US,pm25,5.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,47.87816,-95.029175,1.0
Indio - Jackson Stre,Riverside-San Bernardino-Ontario,US,pm25,8.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,33.708565,-116.21538999999999,1.0
MRGRETTA,St. Louis,US,no2,0.008,2019-02-27 16:00:00 UTC,ppm,AirNow,38.673171999999994,-90.23908,1.0
"Phra Bat, Mueang",Lampang,TH,co,0.78,2020-04-07 20:00:00 UTC,ppm,Thailand,18.286776,99.50632,1.0
Şehzade,Amasya,TR,co,710.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.657222999999995,35.837959999999995,1.0
Sunderland Silksworth,Sunderland,GB,pm25,8.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,54.88361,-1.406878,24.0
Westmorland - 570 Co,El Centro,US,pm10,16.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,33.0325,-115.6225,1.0
Kaukauna,OUTAGAMIE,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,44.2893,-88.25219,1.0
DN1,CADDO,US,o3,0.026000000000000002,2017-06-19 13:00:00 UTC,ppm,AirNow,35.111,-98.255,1.0
CHICK.,Mobile,US,pm25,4.9,2018-02-22 17:00:00 UTC,µg/m³,AirNow,30.7697,-88.0875,1.0
Bahabey,Çorum,TR,co,597.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.546555,34.9673,1.0
Gorzów Wlkp. ul. Kosynierów Gdyńskich,Gorzów Wielkopolski,PL,so2,3.67582,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.738213,15.228667000000002,
Horicon Wildlife Are,DODGE,US,co,0.1,2020-04-07 20:00:00 UTC,ppm,AirNow,43.46611,-88.62111,1.0
McDonough,Atlanta-Sandy Springs-Marietta,US,pm25,13.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,33.4347,-84.1617,1.0
Flin Flon,MANITOBA,CA,pm10,1.0,2020-03-31 17:00:00 UTC,µg/m³,AirNow,54.765,-101.8753,1.0
BATES,Louisville,US,pm25,12.9,2018-01-09 11:00:00 UTC,µg/m³,AirNow,38.1372,-85.5783,1.0
FES Aragon,MEXICO STATE,MX,so2,0.003,2020-04-07 19:00:00 UTC,ppm,AirNow,19.4525,-99.086,1.0
Akçaabat,Trabzon,TR,pm10,60.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,41.014340000000004,39.59232,1.0
Cobre Las Cruces,Guillena,ES,no2,6.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.55502,-6.036161,1.0
Civ. Porto,Roma,IT,pm10,11.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,42.097054,11.788354,24.0
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,pm10,85.41,2020-04-07 20:45:00 UTC,µg/m³,caaqm,20.936071,85.1707,0.25
Redlands - Dearborn,Riverside-San Bernardino-Ontario,US,o3,0.017,2020-04-07 14:00:00 UTC,ppm,AirNow,34.059628000000004,-117.14735,1.0
Keene,Keene,US,pm25,0.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.93052,-72.27233000000001,1.0
Leavenworth_Mobile,007,US,pm25,10.0,2018-11-09 19:00:00 UTC,µg/m³,AirNow,47.55857,-120.67267,1.0
York Bootham,York,GB,pm25,12.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.967514,-1.086514,24.0
Brewster_Mobile,047,US,pm25,7.0,2018-09-13 18:00:00 UTC,µg/m³,AirNow,48.08879,-119.78456000000001,1.0
"Mogilno,Kościuszki",Mogilno,PL,no2,3.3,2019-12-31 22:00:00 UTC,µg/m³,GIOS,52.65684,17.949566,
Demetevler,Ankara,TR,no2,31.0,2018-04-17 19:00:00 UTC,µg/m³,Turkey,39.96774,32.79567,1.0
Sinclair In-Town,CARBON,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,41.78237,-107.12083,1.0
"Sector-7, Kurukshetra - HSPCB",Kurukshetra ,IN,o3,31.08,2020-04-07 20:15:00 UTC,µg/m³,caaqm,29.966942,76.87588000000001,0.25
Taft,Cincinnati-Middletown,US,pm25,10.9,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.128859999999996,-84.50404,1.0
Estación Bomberos,GUANAJUATO,MX,so2,0.013999999999999999,2020-04-07 20:00:00 UTC,ppm,AirNow,20.67495,-101.35595,1.0
BiałaP-Orzechowa,Biała Podlaska,PL,so2,8.26,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.029194,23.14939,
תחנה:לוזית,ירושלים,IL,so2,0.0007,2019-04-03 21:00:00 UTC,ppm,Israel,31.75709,35.21741,0.25
Carmel Valley AMS,Salinas,US,pm25,4.0,2020-04-01 15:00:00 UTC,µg/m³,AirNow,36.48187,-121.73333000000001,1.0
ES1781A,Cádiz,ES,pm10,6.36,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.68855,-6.11724,1.0
North Holywood,Los Angeles-Long Beach-Santa Ana,US,pm25,4.3,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.181976,-118.36303999999998,1.0
Hefei Gao Xin Qu,Hefei,CN,so2,10.0,2018-10-13 21:00:00 UTC,µg/m³,Hefei,31.8516,117.124,1.0
"Colaba, Mumbai - MPCB",Mumbai,IN,pm10,62.0,2020-04-07 01:30:00 UTC,µg/m³,caaqm,18.91,72.82,0.25
"Sector16A, Faridabad - HSPCB",Faridabad,IN,so2,8.19,2018-02-22 03:25:00 UTC,µg/m³,CPCB,28.410121999999998,77.313774,0.25
Fairhaven2,BRISTOL,US,o3,0.053,2020-04-07 19:00:00 UTC,ppm,AirNow,41.6454,-70.898,1.0
CHICK.,Mobile,US,o3,0.037000000000000005,2020-04-07 19:00:00 UTC,ppm,AirNow,30.7697,-88.0875,1.0
"Indira Colony Vistar, Pali - RSPCB",Indira Colony Vistar,IN,pm10,67.14,2020-04-07 20:45:00 UTC,µg/m³,caaqm,25.771060000000002,73.340225,0.25
"Victoria, Kolkata - WBPCB",Kolkata,IN,pm10,21.4,2020-04-07 20:45:00 UTC,µg/m³,caaqm,22.544807000000002,88.34037,0.25
Big Bend  NP,BREWSTER,US,pm25,1.4,2016-12-20 15:00:00 UTC,µg/m³,AirNow,29.3025,-103.1781,1.0
Villaricos,Cuevas Del Almanzora,ES,no2,5.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.252235,-1.7708259999999998,1.0
Kennedy Meadows,TULARE,US,o3,0.022000000000000002,2019-12-08 10:00:00 UTC,ppm,AirNow,36.0214,-118.137,1.0
El Cajon - Lexington,San Diego-Carlsbad-San Marcos,US,pm25,1.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.789562,-116.94422,1.0
BRYSON,SWAIN,US,o3,0.045,2020-04-07 19:00:00 UTC,ppm,AirNow,35.43477,-83.44213,1.0
"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,no2,13.3022,2019-12-31 22:00:00 UTC,µg/m³,GIOS,49.738136,18.639069,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,bc,5.01159,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.018253,20.992579,
LABP,Philadelphia-Camden-Wilmington,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,40.00892,-75.09777,1.0
NEW,PHILADELPHIA,US,pm25,6.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.99139,-75.08083,1.0
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,no2,12.2,2020-04-07 21:00:00 UTC,µg/m³,caaqm,19.645325,77.63452,0.25
"Industrial Area, Hajipur - BSPCB",Hajipur,IN,pm25,22.68,2020-04-07 20:45:00 UTC,µg/m³,caaqm,25.69719,85.2459,0.25
Bellevue-Bellevue Wa,Seattle-Tacoma-Bellevue,US,pm25,0.2,2017-05-12 22:00:00 UTC,µg/m³,AirNow,47.613,-122.2017,1.0
Prescott College,Prescott,US,o3,0.004,2017-01-18 09:00:00 UTC,ppm,AirNow,34.546665000000004,-112.47611,1.0
Şehzade,Amasya,TR,pm10,100.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.657222999999995,35.837959999999995,1.0
ES1915A,Alicante/Alacant,ES,o3,100.0,2020-04-06 14:00:00 UTC,µg/m³,EEA Spain,38.34028,-0.50666666,1.0
"Paia, Maui",MAUI,US,pm25,3.0,2017-04-10 22:00:00 UTC,µg/m³,AirNow,20.90203,-156.37035,1.0
"Railway Colony, Guwahati - APCB",POLLUTION CONTROL BOARD ,IN,pm25,80.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,26.1445,91.7362,0.25
Camden Kerbside,London,GB,pm10,19.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.54421,-0.175269,24.0
תחנה:כביש 4,שפלה פנימית,IL,o3,0.0113,2019-04-03 21:00:00 UTC,ppm,Israel,31.8929,34.9954,0.25
"Civil Lines,  Ajmer - RSPCB",Ajmer,IN,no2,5.01,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.47086,74.64659,0.25
Kağıthane,İstanbul,TR,so2,6.0,2018-05-31 07:00:00 UTC,µg/m³,Turkey,41.087734000000005,28.982772999999998,1.0
"Żywiec, ul. Kopernika  83 a",Żywiec,PL,pm10,59.5487,2020-04-07 21:00:00 UTC,µg/m³,GIOS,49.6716,19.234446,
Pingzhen,North,TW,so2,0.0022,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.952785000000002,121.20398999999999,1.0
York Fishergate,York,GB,pm25,12.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.95189,-1.075861,24.0
"Pubpla, Wang Thonglang",Bangkok,TH,pm10,33.0,2020-04-06 01:00:00 UTC,µg/m³,Thailand,13.76963,100.61456,24.0
תחנה:חדרה,מישור החוף הדרומי,IL,no2,0.0148,2019-04-03 21:00:00 UTC,ppm,Israel,31.8023,34.820859999999996,0.25
Estación Bomberos,GUANAJUATO,MX,pm10,53.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,20.67495,-101.35595,1.0
ES1785A,Almería,ES,o3,74.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.9231,-2.46322,1.0
"Golden Temple, Amritsar - PPCB",Amritsar,IN,no2,0.0,2020-04-05 09:00:00 UTC,µg/m³,caaqm,31.62,74.87651,0.25
Rochester Stoke,Rochester,GB,pm10,22.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.45617,0.634889,24.0
"Jędrzejów, MOBILNA",Jędrzejów,PL,pm25,29.61,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.643673,20.284885,
Altınova-MTHM,Yalova,TR,so2,1.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.70058,29.50785,1.0
Brandon,MANITOBA,CA,pm25,3.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,49.8422,-99.9189,1.0
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,o3,39.9956,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.00763,18.455547,
"Bang Nak, Mueang",Narathiwat,TH,co,10.3,2018-04-30 12:00:00 UTC,ppm,Thailand,6.427698,101.82356999999999,1.0
Beloit-Converse,ROCK,US,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,42.51831,-89.06347,1.0
Karl Eriksens plass,Ålesund,NO,no2,7.086767999999999,2020-04-07 20:00:00 UTC,µg/m³,Norway,62.470622999999996,6.153501,1.0
1-r khoroolol,Ulaanbaatar,MN,co,57.0,2019-03-13 21:45:00 UTC,µg/m³,Agaar.mn,47.91798,106.84806,
"Sector-51, Gurugram - HSPCB",Gurugram,IN,o3,43.97,2020-04-07 20:45:00 UTC,µg/m³,caaqm,28.4227,77.0667,0.25
Shanhua,Yun-Chia-Nan,TW,so2,0.0043,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.115097,120.29713999999998,1.0
MUNRO STREET,HILLSBOROUGH,US,no2,0.006,2020-04-07 20:00:00 UTC,ppm,AirNow,27.955133,-82.46953,1.0
Chatham,ONTARIO,CA,o3,0.026000000000000002,2020-04-07 19:00:00 UTC,ppm,AirNow,42.4033,-82.2086,1.0
"Gole Bazar, Katni - MPPCB",Katni,IN,o3,78.1,2020-04-07 18:00:00 UTC,µg/m³,caaqm,23.50016,80.23284,0.25
"General Hospital, Mandikhera - HSPCB",Al Afiya General Hospital,IN,no2,6.98,2020-04-07 19:00:00 UTC,µg/m³,caaqm,27.9002,76.9938,0.25
Coachline,Tucson,US,o3,0.046,2020-04-07 20:00:00 UTC,ppm,AirNow,32.3806,-111.1272,1.0
Cheeka Peak,Port Angeles,US,pm25,3.5,2020-04-07 19:00:00 UTC,µg/m³,AirNow,48.2867,-124.6203,1.0
MMCA81032,CA8 - ARB,US,pm25,0.0,2019-12-04 15:00:00 UTC,µg/m³,AirNow,38.21148,-122.13297,1.0
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,co,70.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,31.321907,75.57891,0.25
Reading New Town,Reading,GB,o3,96.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.45309,-0.944067,8.0
"Bandra, Mumbai - MPCB",Mumbai,IN,pm25,37.47,2020-04-07 21:00:00 UTC,µg/m³,caaqm,19.0627,72.84614,0.25
Calgary Central2,ALBERTA,CA,co,0.24,2020-04-07 19:00:00 UTC,ppm,AirNow,51.04761,-114.07516499999998,1.0
Fengyuan,臺中市,TW,co,0.22,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.256586,120.74171399999999,1.0
Nehru Nagar,Kanpur,IN,pm25,167.0,2018-02-22 03:15:00 UTC,µg/m³,CPCB,26.470308000000003,80.32517,0.25
Near Road OKC,Oklahoma City,US,no2,0.008,2020-04-07 16:00:00 UTC,ppm,AirNow,35.502968,-97.577675,1.0
DETROIT - SOUTHWEST,Detroit-Warren-Livonia,US,no2,0.015,2020-04-07 20:00:00 UTC,ppm,AirNow,42.3042,-83.1072,1.0
Centar,MK005A,MK,so2,27.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,41.992,21.423000000000002,1.0
Xiaogang,KaoPing,TW,no2,0.015,2020-04-07 21:00:00 UTC,ppm,Taiwan,22.565832,120.33774,1.0
Enoch,IRON,US,pm25,3.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.747444,-113.05553,1.0
Atascocita C560,Houston,US,o3,0.051,2016-03-06 19:00:00 UTC,ppm,Texas,29.961945,-95.235,1.0
Joe Neal,Las Vegas-Paradise,US,no2,0.001,2020-04-07 20:00:00 UTC,ppm,AirNow,36.270590000000006,-115.23828,1.0
"Jadavpur, Kolkata - WBPCB",Indian Association for the Cultivation Of Science,IN,o3,17.77,2020-04-07 18:00:00 UTC,µg/m³,caaqm,22.49929,88.36917,0.25
"Thavakkara, Kannur - Kerala PCB",Kannur,IN,o3,0.0,2020-03-30 14:00:00 UTC,µg/m³,caaqm,11.875,75.3732,0.25
Alliance,Canton-Massillon,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,40.931396,-81.12352,1.0
ES1637A,Cádiz,ES,no2,16.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.16174,-5.44255,1.0
Bengbu Bai Huo Da Lou,Bengbu,CN,o3,61.0,2018-10-13 21:00:00 UTC,µg/m³,Bengbu,32.9444,117.3575,1.0
תחנה:ניר ישראל,שפלה פנימית,IL,co,0.7,2019-04-03 21:00:00 UTC,ppm,Israel,31.89912,34.81562,0.25
Petrified Forest NP,NAVAJO,US,o3,0.045,2020-04-07 19:00:00 UTC,ppm,AirNow,34.8225,-109.8919,1.0
Frosinone Scalo,Frosinone,IT,co,1200.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.62,13.330810000000001,1.0
Birmingham A4540 Roadside,West Midlands,GB,pm25,10.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,52.47609,-1.8750240000000002,24.0
"Golden Temple, Amritsar - PPCB",Amritsar,IN,pm25,0.0,2020-04-05 09:00:00 UTC,µg/m³,caaqm,31.62,74.87651,0.25
St. Paul-University,Minneapolis-St. Paul-Bloomington,US,co,0.38,2019-02-13 15:00:00 UTC,ppm,AirNow,44.9556,-93.1459,1.0
Øyekast,Grenland,NO,no2,46.440125,2017-02-03 08:00:00 UTC,µg/m³,Norway,59.1292,9.64217,1.0
COMBS,Phoenix-Mesa-Scottsdale,US,pm10,17.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,33.2192,-111.5608,1.0
Gothic,GUNNISON,US,o3,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,38.9564,-106.9858,1.0
Chuzhou Jian Ce Zhan,Chuzhou,CN,no2,32.0,2018-10-13 21:00:00 UTC,µg/m³,Chuzhou,32.3061,118.3158,1.0
Williams Lake Column,BRITISH COLUMBIA,CA,pm10,7.0,2017-10-16 12:00:00 UTC,µg/m³,AirNow,52.1342,-122.1528,1.0
Santa Maria - Broadw,Santa Barbara-Santa Maria,US,no2,0.002,2020-04-07 19:00:00 UTC,ppm,AirNow,34.94287,-120.43561000000001,1.0
GIR-SOSN - Girardota - S.O.S Aburrá Norte,Medellin,CO,o3,-9999.0,2020-04-07 21:00:00 UTC,ppm,Medellin,6.378433,-75.45114000000001,1.0
West Mesa,Las Cruces,US,pm10,0.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.11,-106.51,1.0
"Railway Colony, Guwahati - APCB",POLLUTION CONTROL BOARD ,IN,o3,56.83,2020-04-07 18:00:00 UTC,µg/m³,caaqm,26.1445,91.7362,0.25
South Pass,Riverton,US,pm25,1.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.5275,-108.7203,1.0
"Vikas Sadan, Gurugram - HSPCB",Gurugram,IN,no2,11.63,2020-04-07 21:00:00 UTC,µg/m³,caaqm,28.450125,77.026306,0.25
Qiaotou,KaoPing,TW,no2,0.017,2020-04-07 21:00:00 UTC,ppm,Taiwan,22.757505,120.30568999999998,1.0
Shuttlesworth,Birmingham-Hoover,US,pm25,9.7,2020-04-07 20:00:00 UTC,µg/m³,AirNow,33.565277,-86.79639,1.0
"Anand Vihar, Hapur - UPPCB",Hapur,IN,no2,62.6,2020-04-07 20:30:00 UTC,µg/m³,caaqm,28.725645,77.74967,0.25
Victoria Topaz,BRITISH COLUMBIA,CA,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,48.4292,-123.3583,1.0
Esenler,İstanbul,TR,pm10,23.0,2018-05-30 12:00:00 UTC,µg/m³,Turkey,41.038334000000006,28.888056,1.0
Osieczów,Osieczów,PL,so2,1.73491,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.31763,15.431719000000001,
ES1952A,Las Palmas,ES,so2,3.0,2020-04-06 15:00:00 UTC,µg/m³,EEA Spain,28.111265000000003,-15.520923999999999,1.0
Brigantine,Atlantic City,US,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,39.46487,-74.44874,1.0
Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,o3,43.5183,2020-04-07 21:00:00 UTC,µg/m³,GIOS,49.78434,22.756239,
Elko,ELKO,US,pm10,3.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,40.83833,-115.76601000000001,1.0
Painesville - JFS,Cleveland-Elyria-Mentor,US,pm25,5.8,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.72681,-81.24216,1.0
710 Near Road,LOS ANGELES,US,no2,0.009000000000000001,2020-04-07 20:00:00 UTC,ppm,AirNow,33.85966,-118.20071000000002,1.0
Hope,Columbus,US,o3,0.039,2020-04-07 20:00:00 UTC,ppm,AirNow,39.294323,-85.766846,1.0
St. Lukes Meridian,Boise City-Nampa,US,pm25,5.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,43.6007,-116.34785500000001,1.0
Furulund,Grenland,NO,pm10,8.529875,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.057304,9.695568,1.0
Mojave NPr,Riverside-San Bernardino-Ontario,US,o3,0.032,2020-04-07 19:00:00 UTC,ppm,AirNow,35.1019,-115.7767,1.0
BDED,Asheville,US,pm25,9.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,35.6062,-82.5844,1.0
Aspen Park,Denver-Aurora,US,o3,0.034,2019-09-16 15:00:00 UTC,ppm,AirNow,39.5415,-105.2984,1.0
NMH48217,WAYNE,US,pm25,10.6,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.26167,-83.15789000000001,1.0
El Centro - 9th Stre,El Centro,US,pm10,20.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.7917,-115.5617,1.0
Atakum,Samsun,TR,o3,9.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,41.325382,36.296597,1.0
Huaibei Lie Shan Qu Zheng Fu,Huaibei,CN,so2,9.0,2018-10-13 21:00:00 UTC,µg/m³,Huaibei,33.8997,116.8067,1.0
Holbrook,GREENE,US,o3,0.03,2020-04-07 13:00:00 UTC,ppm,AirNow,39.82,-80.2897,1.0
Biga İçdaş,Çanakkale,TR,so2,2.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.417294,27.107311,1.0
Tochtermana,Radom,PL,pm25,132.0,2017-01-08 07:00:00 UTC,µg/m³,Poland,51.399097,21.139166,1.0
"Khadakpada, Kalyan - MPCB",Kalyan,IN,so2,1632.65,2020-04-07 04:15:00 UTC,µg/m³,caaqm,19.25292,73.14202,0.25
"GIDC, Ankleshwar - GPCB",Bulding Of Ankleshwar Industries Association,IN,pm10,116.57,2020-04-07 19:00:00 UTC,µg/m³,caaqm,21.613267999999998,73.01055,0.25
"Bang Kruai, Bang Kruai",Nonthaburi,TH,co,0.9,2020-02-13 02:00:00 UTC,ppm,Thailand,13.807158,100.50632,1.0
ARNOLD WEST,St. Louis,US,pm25,6.1,2020-04-07 19:00:00 UTC,µg/m³,AirNow,38.44858,-90.39844000000001,1.0
Nedre Langgate,Tønsberg,NO,pm10,15.160728,2020-04-07 19:00:00 UTC,µg/m³,Norway,59.263725,10.411164999999999,1.0
22nd Street & Craycr,Tucson,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,32.205,-110.8772,1.0
Happy Hill,Kingsport-Bristol-Bristol,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,36.513054,-82.55046,1.0
"Huai Pong, Mueang",Rayong,TH,co,0.07,2020-04-07 17:00:00 UTC,ppm,Thailand,12.735202000000001,101.13566999999999,1.0
Yelm-Northern Pacifi,Olympia,US,o3,0.02,2019-10-16 17:00:00 UTC,ppm,AirNow,46.9525,-122.5952,1.0
Cinecitta,Roma,IT,pm25,14.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.85772,12.568665,24.0
Acolman,MEXICO STATE,MX,pm10,32.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.6355,-98.912,1.0
Portland Near Road,Portland-Vancouver-Beaverton,US,co,3.4,2020-03-24 06:00:00 UTC,ppm,AirNow,45.399159999999995,-122.7455,1.0
Estación Purísima de,GUANAJUATO,MX,pm10,19.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,21.03439,-101.866585,1.0
